"PUBLICATION_DATE","UID","AGGR_ECO3_2015","AGGR_ECO9_2015","ATHSTUDY","DATE_BENT","LAT_DD83","LON_DD83","RT_NRSA","SITE_ID","VISIT_NO","YEAR","MMI_BENT","BENT_MMI_COND","COMP_PT","DIVS_PT","FEED_PT","HABT_PT","RICH_PT","TOLR_PT","BURRPTAX","CHIRPTAX","CLNGNTAX","CLNGPTAX","DOM5PIND","EPHENTAX","EPHEPTAX","EPT_NTAX","EPT_PIND","EPT_PTAX","HPRIME","INTLNTAX","NOINPIND","NTOLNTAX","NTOLPTAX","SCRPNTAX","SHRDNTAX","STOLPTAX","TOLRPTAX","OE_SCORE","OE_COND"
"9/4/2015",5005782,"PLNLOW","TPL","WEMAP","6/3/2002",48.74642,-100.1003,"R","WNDP99-0576",1,2002,19.07982764,"Poor",1.438052508,3.931308798,1.25,1.176470588,0,3.652064688,31.81818182,59.09090909,5,22.72727273,75,1,4.545454545,2,12.12121212,9.090909091,2.101910348,2,6.926406926,9,40.90909091,2,3,22.72727273,27.27272727,NA,""
"9/4/2015",5005787,"PLNLOW","NPL","WEMAP","6/11/2001",46.03805,-101.49706,"R","WNDP99-0605",1,2001,52.12642013,"Fair",3.228602384,7.346106671,6,3.570190641,5.714285714,5.416666667,25,37.5,9,28.125,63.97306397,4,12.5,6,16,18.75,2.547183014,4,17.33333333,17,53.125,4,4,18.75,25,NA,""
"9/4/2015",5005790,"PLNLOW","TPL","WEMAP","7/9/2001",48.85964,-100.12947,"R","WNDP99-0617",1,2001,31.1866768,"Fair",1.004227887,3.4391609,0,3.529411765,2,8.739205527,24,52,9,36,80,3,12,4,8.666666667,16,2.015292318,3,35.33333333,10,40,1,6,8,16,NA,""
"9/4/2015",5005823,"PLNLOW","TPL","WEMAP","9/15/2000",48.862,-100.137,"R","WNDP99-R009",1,2000,31.2134524,"Fair",2.594918163,6.484218855,0,4.117647059,2,3.531287365,19.23076923,50,10,38.46153846,66.8989547,3,11.53846154,5,21.33333333,19.23076923,2.551222518,2,23,10,38.46153846,1,3,23.07692308,34.61538462,NA,""
"9/4/2015",5005829,"WMTNS","XER","WEMAP","7/19/2000",41.71531,-115.22807,"R","WNVP99-0514",1,2000,62.44862814,"Good",7.85634119,6.351057664,4.285714286,5.132682927,6.470588235,7.372792583,14.63414634,36.58536585,17,41.46341463,62.06896552,3,7.317073171,12,15.66666667,29.26829268,2.815354332,11,10.33333333,28,68.29268293,3,7,9.756097561,12.19512195,NA,""
"9/4/2015",5005842,"WMTNS","XER","WEMAP","6/19/2001",41.74221,-118.71595,"R","WNVP99-0561",1,2001,72.68516409,"Good",9.182736455,6.099725605,7.142857143,7.697142857,5.882352941,7.606283452,11.42857143,28.57142857,19,54.28571429,63.26530612,5,14.28571429,11,50.66666667,31.42857143,2.614026031,10,6,25,71.42857143,5,6,11.42857143,11.42857143,NA,""
"9/4/2015",5005855,"WMTNS","XER","WEMAP","8/12/2002",41.99294,-114.94997,"R","WNVP99-0615",1,2002,68.5780796,"Good",9.284766861,5.02786829,5.714285714,3.84,10,7.279926896,17.5,20,14,35,68.36734694,7,17.5,19,49,47.5,2.68164207,13,5.666666667,25,62.5,4,7,12.5,12.5,NA,""
"9/4/2015",5005856,"WMTNS","XER","WEMAP","7/18/2002",40.90319,-115.22337,"R","WNVP99-0617",1,2002,52.97477421,"Fair",7.85634119,5.210084034,2.857142857,3.506666667,5.882352941,6.472276835,12.12121212,30.3030303,11,33.33333333,67.5,3,9.090909091,11,29.33333333,33.33333333,2.601624529,8,10.33333333,22,66.66666667,2,8,12.12121212,15.15151515,NA,""
"9/4/2015",5005857,"WMTNS","XER","WEMAP","8/8/2002",40.90319,-115.22337,"R","WNVP99-0617",2,2002,56.18451547,"Fair",8.67258443,4.884953982,2.857142857,5.115862069,5.294117647,6.886048295,13.79310345,17.24137931,12,41.37931034,69.04761905,3,10.34482759,10,27.33333333,34.48275862,2.358391964,6,7.666666667,17,58.62068966,2,6,13.79310345,13.79310345,NA,""
"9/4/2015",5005873,"WMTNS","XER","WEMAP","5/29/2002",38.13007,-115.5963,"R","WNVP99-0677",1,2002,9.981670264,"Poor",0,1.367153419,2.857142857,0,1.764705882,0,15.78947368,15.78947368,3,15.78947368,85.79234973,2,10.52631579,4,1.666666667,21.05263158,1.972033295,4,95,9,47.36842105,2,3,31.57894737,36.84210526,NA,""
"9/4/2015",5005875,"WMTNS","XER","WEMAP","7/29/2002",41.67083,-115.43303,"R","WNVP99-0680",1,2002,42.6070887,"Poor",5.509641873,3.219339282,2.857142857,3.291612903,3.529411765,7.157104537,9.677419355,35.48387097,10,32.25806452,76.97594502,1,3.225806452,7,4.666666667,22.58064516,2.318252312,5,18,17,54.83870968,2,6,12.90322581,12.90322581,NA,""
"9/4/2015",5005876,"WMTNS","XER","WEMAP","7/17/2002",40.67494,-115.50119,"R","WNVP99-0681",1,2002,83.05747528,"Good",8.957529447,7.573529412,8.571428571,7.125714286,10,7.606283452,8.571428571,17.14285714,18,51.42857143,56.25,7,20,19,63.21243523,54.28571429,2.899428239,13,6.735751295,24,68.57142857,6,6,11.42857143,11.42857143,NA,""
"9/4/2015",5005877,"WMTNS","XER","WEMAP","7/1/2002",38.83724,-117.38731,"R","WNVP99-0683",1,2002,60.02683866,"Good",4.693398633,4.515678755,7.142857143,7.807741935,7.647058824,4.209367907,9.677419355,22.58064516,17,54.83870968,70.80536913,5,16.12903226,14,36.33333333,45.16129032,2.401140708,10,20.66666667,20,64.51612903,5,4,16.12903226,22.58064516,NA,""
"9/4/2015",5005880,"WMTNS","WMT","WEMAP","8/21/2000",43.55453,-122.20408,"R","WORP99-0503",1,2000,48.60696594,"Fair",5.843343343,4.903632649,4.285714286,2.138758477,5.882352941,6.110377866,11.11111111,30.55555556,13,36.11111111,61.85185185,8,22.22222222,16,83,44.44444444,2.791247537,12,7.333333333,24,66.66666667,4,6,11.11111111,11.11111111,NA,""
"9/4/2015",5005882,"WMTNS","WMT","WEMAP","8/1/2000",43.32611,-123.84609,"R","WORP99-0508",1,2000,65.7173976,"Good",6.832704798,3.31099504,10,4.580194344,8.823529412,5.883014968,13.95348837,23.25581395,20,46.51162791,68.49315068,12,27.90697674,21,43.33333333,48.8372093,2.680213964,14,4,27,62.79069767,10,8,6.976744186,11.62790698,NA,""
"9/4/2015",5005890,"WMTNS","XER","WEMAP","8/24/2000",42.04392,-118.29377,"R","WORP99-0522",1,2000,61.76729317,"Good",5.509641873,7.355433699,5.714285714,5.411428571,7.058823529,6.010762514,14.28571429,33.33333333,18,42.85714286,57.28813559,3,7.142857143,13,11.33333333,30.95238095,2.856770956,13,18,26,61.9047619,4,9,14.28571429,16.66666667,NA,""
"9/4/2015",5005914,"WMTNS","XER","WEMAP","8/15/2000",45.14138,-120.9674,"R","WORP99-0617",1,2000,71.75786217,"Good",8.060402,9.099477629,10,4.567272727,6.470588235,4.856976712,20.45454545,38.63636364,17,38.63636364,48.98648649,5,11.36363636,12,29,27.27272727,3.104799327,10,9.666666667,28,63.63636364,8,7,15.90909091,20.45454545,NA,""
"9/4/2015",5005921,"WMTNS","WMT","WEMAP","8/1/2001",44.86339,-122.27982,"R","WORP99-0657",1,2001,83.95033296,"Good",9.542694869,8.281457308,8.571428571,4.888752807,10,9.085866218,4.347826087,26.08695652,22,47.82608696,47.76632302,11,23.91304348,28,71,60.86956522,3.228920124,16,6,28,60.86956522,7,8,4.347826087,4.347826087,NA,""
"9/4/2015",5005928,"WMTNS","WMT","WEMAP","7/25/2001",44.1384,-121.59992,"R","WORP99-0677",1,2001,77.3545445,"Good",5.548931284,10,10,5.629200037,9.411764706,5.822830672,9.803921569,29.41176471,26,50.98039216,38.7755102,8,15.68627451,22,42.66666667,43.1372549,3.350352433,18,10,32,62.74509804,8,8,11.76470588,11.76470588,NA,""
"9/4/2015",5005953,"WMTNS","WMT","WEMAP","7/17/2001",44.61828,-119.29951,"R","WORP99-0780",1,2001,49.7714706,"Fair",3.340840841,4.12835833,10,6.301914048,4.117647059,1.97412208,12.82051282,28.20512821,21,53.84615385,65.08474576,5,12.82051282,13,29.33333333,33.33333333,2.689309546,11,26.33333333,24,61.53846154,9,5,15.38461538,20.51282051,NA,""
"9/4/2015",5005954,"WMTNS","WMT","WEMAP","7/30/2001",44.90831,-118.31331,"R","WORP99-0787",1,2001,71.52022651,"Good",6.772844273,8.393933502,5.714285714,7.075788062,6.470588235,8.484696122,8.571428571,28.57142857,20,57.14285714,47.2972973,7,20,17,60,48.57142857,2.945628089,16,4,26,74.28571429,5,4,5.714285714,5.714285714,NA,""
"9/4/2015",5005967,"WMTNS","WMT","WEMAP","9/10/2002",45.2719,-117.46555,"R","WORP99-0830",1,2002,35.18658994,"Poor",2.911840412,4.050129759,2.857142857,2.380952381,2.941176471,5.970712086,11.42857143,37.14285714,13,37.14285714,65.4109589,4,11.42857143,11,24,31.42857143,2.65359911,10,2.333333333,24,68.57142857,3,6,11.42857143,11.42857143,NA,""
"9/4/2015",5005976,"WMTNS","WMT","WEMAP","7/10/2002",45.05222,-119.45154,"R","WORP99-0864",1,2002,43.87104429,"Fair",2.062967223,7.703132867,5.714285714,4.150434522,4.117647059,2.574159186,14.89361702,34.04255319,21,44.68085106,50.17793594,5,10.63829787,13,19.33333333,27.65957447,3.179648311,12,10.33333333,30,63.82978723,5,8,14.89361702,19.14893617,NA,""
"9/4/2015",5005980,"WMTNS","WMT","WEMAP","9/5/2002",45.30062,-123.47625,"R","WORP99-0879",1,2002,76.57591797,"Good",7.344844845,8.324650624,8.571428571,4.616588419,10,7.088038324,11.11111111,20,21,46.66666667,47.5862069,8,17.77777778,23,77.66666667,51.11111111,3.130244822,16,6,31,68.88888889,7,9,8.888888889,8.888888889,NA,""
"9/4/2015",5006000,"WMTNS","WMT","WEMAP","9/16/2003",43.98701,-123.63981,"R","WORP99-0950",2,2003,44.85377086,"Fair",3.746652057,2.559640869,10,3.812967897,4.117647059,2.675354633,16.21621622,24.32432432,16,43.24324324,71.62629758,7,18.91891892,13,20.66666667,35.13513514,2.468678903,10,66.66666667,20,54.05405405,8,4,13.51351351,18.91891892,NA,""
"9/4/2015",5006016,"WMTNS","XER","WEMAP","8/12/2003",42.7587,-118.82789,"R","WORP99-1019",1,2003,75.041992,"Good",9.284766861,4.111917494,10,6.313684211,8.235294118,7.07953252,10.52631579,28.94736842,18,47.36842105,72.72727273,6,15.78947368,15,32.33333333,39.47368421,2.370176407,11,5.666666667,25,65.78947368,7,6,13.15789474,13.15789474,NA,""
"9/4/2015",5006024,"PLNLOW","TPL","WSA-ORIGINAL","8/16/2004",42.537422,-94.33916,"R","WSAORIG-IAW02344-0099",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.185458869,"O/E>0.9"
"9/4/2015",5006025,"PLNLOW","TPL","WSA-ORIGINAL","10/5/2004",42.537422,-94.33916,"R","WSAORIG-IAW02344-0099",2,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.987882391,"O/E>0.9"
"9/4/2015",5006063,"EHIGH","NAP","WSA-ORIGINAL","10/10/2004",47.11112,-69.014956,"R","WSAORIG-NEWS04-0101",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.096488097,"O/E>0.9"
"9/4/2015",5006066,"EHIGH","NAP","WSA-ORIGINAL","10/13/2004",46.8218,-69.717,"R","WSAORIG-NEWS04-0305",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.191898411,"O/E>0.9"
"9/4/2015",5006067,"EHIGH","NAP","WSA-ORIGINAL","10/14/2004",46.435407,-69.438582,"R","WSAORIG-NEWS04-0401",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.152298926,"O/E>0.9"
"9/4/2015",5006069,"EHIGH","NAP","WSA-ORIGINAL","10/8/2004",45.690392,-70.099792,"R","WSAORIG-NEWS04-0602",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.111361354,"O/E>0.9"
"9/4/2015",5006070,"EHIGH","NAP","WSA-ORIGINAL","10/9/2004",45.945036,-69.848482,"R","WSAORIG-NEWS04-0703",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.143659749,"O/E>0.9"
"9/4/2015",5006074,"EHIGH","NAP","WSA-ORIGINAL","8/20/2004",44.8061,-72.1368,"R","WSAORIG-NEWS04-1001",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.139065365,"O/E>0.9"
"9/4/2015",5006075,"EHIGH","NAP","WSA-ORIGINAL","9/15/2004",45.37608,-70.75558,"R","WSAORIG-NEWS04-1105",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.082860754,"O/E>0.9"
"9/4/2015",5006076,"EHIGH","NAP","WSA-ORIGINAL","9/12/2004",45.02828,-71.28039,"R","WSAORIG-NEWS04-1106",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.927034575,"O/E>0.9"
"9/4/2015",5006077,"EHIGH","NAP","WSA-ORIGINAL","9/17/2004",45.1809,-70.01658,"R","WSAORIG-NEWS04-1202",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.063989926,"O/E>0.9"
"9/4/2015",5006078,"EHIGH","NAP","WSA-ORIGINAL","9/19/2004",45.29801,-68.8517,"R","WSAORIG-NEWS04-1302",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.118745527,"O/E>0.9"
"9/4/2015",5006080,"EHIGH","NAP","WSA-ORIGINAL","9/21/2004",45.45344,-68.09774,"R","WSAORIG-NEWS04-1410",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.051597946,"O/E>0.9"
"9/4/2015",5006086,"EHIGH","NAP","WSA-ORIGINAL","9/18/2004",44.98335,-69.55696,"R","WSAORIG-NEWS04-2002",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.188853985,"O/E>0.9"
"9/4/2015",5006087,"EHIGH","NAP","WSA-ORIGINAL","9/20/2004",44.77489,-68.39244,"R","WSAORIG-NEWS04-2101",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.074798832,"O/E>0.9"
"9/4/2015",5006092,"EHIGH","NAP","WSA-ORIGINAL","8/12/2004",43.7479,-71.1469,"R","WSAORIG-NEWS04-2502",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.203411912,"O/E>0.9"
"9/4/2015",5006098,"EHIGH","NAP","WSA-ORIGINAL","8/8/2004",42.911,-71.9962,"R","WSAORIG-NEWS04-3303",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.024823398,"O/E>0.9"
"9/4/2015",5006109,"EHIGH","NAP","WSA-ORIGINAL","7/9/2004",41.5753,-72.4282,"R","WSAORIG-NEWS04-CT03",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.305066038,"O/E>0.9"
"9/4/2015",5006111,"EHIGH","NAP","WSA-ORIGINAL","10/16/2004",46.758325,-68.239,"R","WSAORIG-NEWS04-ME04",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95295359,"O/E>0.9"
"9/4/2015",5006113,"EHIGH","NAP","WSA-ORIGINAL","9/13/2004",44.81188,-71.24184,"R","WSAORIG-NEWS04-NH01",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.145471626,"O/E>0.9"
"9/4/2015",5006115,"EHIGH","NAP","WSA-ORIGINAL","7/14/2004",41.539,-71.699,"R","WSAORIG-NEWS04-RI01",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.143158488,"O/E>0.9"
"9/4/2015",5006116,"EHIGH","NAP","WSA-ORIGINAL","7/20/2004",42.7033,-72.6711,"R","WSAORIG-NEWS04-ST03",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.119338719,"O/E>0.9"
"9/4/2015",5006118,"EHIGH","NAP","WSA-ORIGINAL","8/21/2004",44.5603,-71.9639,"R","WSAORIG-NEWS04-VT01",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5020578,"O/E>0.9"
"9/4/2015",5006185,"PLNLOW","CPL","WSA-ORIGINAL","7/23/2004",31.556301,-87.841794,"R","WSAORIG-OWW04440-0081",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.772056274,"O/E<0.8"
"9/4/2015",5006192,"PLNLOW","UMW","WSA-ORIGINAL","8/10/2004",44.200412,-90.725703,"R","WSAORIG-OWW04440-0103",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.933090704,"O/E>0.9"
"9/4/2015",5006194,"PLNLOW","UMW","WSA-ORIGINAL","10/7/2004",45.699172,-87.407316,"R","WSAORIG-OWW04440-0107",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.846516068,"O/E<0.9"
"9/4/2015",5006196,"PLNLOW","TPL","WSA-ORIGINAL","9/13/2004",39.327384,-87.147821,"R","WSAORIG-OWW04440-0112",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.967718206,"O/E>0.9"
"9/4/2015",5006197,"PLNLOW","CPL","WSA-ORIGINAL","8/13/2004",40.17127,-74.414977,"R","WSAORIG-OWW04440-0114",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.365384718,"O/E>0.9"
"9/4/2015",5006201,"PLNLOW","SPL","WSA-ORIGINAL","6/21/2004",30.597374,-98.069603,"R","WSAORIG-OWW04440-0125",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.791253455,"O/E<0.8"
"9/4/2015",5006212,"PLNLOW","UMW","WSA-ORIGINAL","10/1/2004",44.1428,-86.013328,"R","WSAORIG-OWW04440-0146",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.961674678,"O/E>0.9"
"9/4/2015",5006218,"PLNLOW","SPL","WSA-ORIGINAL","9/28/2004",37.395263,-98.925902,"R","WSAORIG-OWW04440-0163",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.654608068,"O/E<0.8"
"9/4/2015",5006219,"EHIGH","SAP","WSA-ORIGINAL","10/28/2004",35.763565,-83.211363,"R","WSAORIG-OWW04440-0164",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.788350014,"O/E<0.8"
"9/4/2015",5006236,"PLNLOW","TPL","WSA-ORIGINAL","9/13/2004",39.747466,-82.778834,"R","WSAORIG-OWW04440-0192",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16448372,"O/E>0.9"
"9/4/2015",5006242,"PLNLOW","UMW","WSA-ORIGINAL","10/8/2004",46.313737,-86.898195,"R","WSAORIG-OWW04440-0203",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.872908691,"O/E<0.9"
"9/4/2015",5006243,"WMTNS","WMT","WSA-ORIGINAL","10/6/2004",36.43577,-105.236048,"R","WSAORIG-OWW04440-0205",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.976740265,"O/E>0.9"
"9/4/2015",5006264,"PLNLOW","TPL","WSA-ORIGINAL","9/10/2004",39.004168,-83.844308,"R","WSAORIG-OWW04440-0256",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.086817956,"O/E>0.9"
"9/4/2015",5006272,"PLNLOW","UMW","WSA-ORIGINAL","10/6/2004",44.117643,-84.946862,"R","WSAORIG-OWW04440-0274",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.147636379,"O/E>0.9"
"9/4/2015",5006294,"EHIGH","SAP","WSA-ORIGINAL","8/9/2004",35.971416,-92.857015,"R","WSAORIG-OWW04440-0325",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.621297124,"O/E<0.8"
"9/4/2015",5006302,"PLNLOW","CPL","WSA-ORIGINAL","8/2/2004",31.738483,-89.009124,"R","WSAORIG-OWW04440-0337",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.775017211,"O/E<0.8"
"9/4/2015",5006315,"PLNLOW","TPL","WSA-ORIGINAL","9/10/2004",40.44297,-86.444098,"R","WSAORIG-OWW04440-0368",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.660596309,"O/E<0.8"
"9/4/2015",5006320,"EHIGH","SAP","WSA-ORIGINAL","8/5/2004",37.778285,-91.032034,"R","WSAORIG-OWW04440-0380",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.045441455,"O/E>0.9"
"9/4/2015",5006321,"PLNLOW","SPL","WSA-ORIGINAL","8/6/2004",30.286987,-98.895282,"R","WSAORIG-OWW04440-0381",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.415508728,"O/E>0.9"
"9/4/2015",5006333,"PLNLOW","CPL","WSA-ORIGINAL","10/4/2004",30.48896,-87.363313,"R","WSAORIG-OWW04440-0401",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79601421,"O/E<0.8"
"9/4/2015",5006339,"PLNLOW","TPL","WSA-ORIGINAL","8/3/2004",39.501327,-94.16099,"R","WSAORIG-OWW04440-0419",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.072331788,"O/E>0.9"
"9/4/2015",5006344,"PLNLOW","UMW","WSA-ORIGINAL","8/17/2004",45.341546,-88.053339,"R","WSAORIG-OWW04440-0427",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.942890608,"O/E>0.9"
"9/4/2015",5006349,"PLNLOW","TPL","WSA-ORIGINAL","8/25/2004",38.720602,-96.099664,"R","WSAORIG-OWW04440-0435",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.273203095,"O/E>0.9"
"9/4/2015",5006360,"PLNLOW","TPL","WSA-ORIGINAL","8/6/2004",39.146929,-91.392028,"R","WSAORIG-OWW04440-0456",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.037317307,"O/E>0.9"
"9/4/2015",5006367,"PLNLOW","TPL","WSA-ORIGINAL","7/20/2004",36.855037,-94.958547,"R","WSAORIG-OWW04440-0467",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.261547878,"O/E>0.9"
"9/4/2015",5006372,"EHIGH","NAP","WSA-ORIGINAL","8/19/2004",41.269719,-79.098401,"R","WSAORIG-OWW04440-0474",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.872906762,"O/E<0.9"
"9/4/2015",5006392,"EHIGH","NAP","WSA-ORIGINAL","8/18/2004",42.568191,-74.625002,"R","WSAORIG-OWW04440-0511",1,2004,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.221773084,"O/E>0.9"
